,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,wage_class
241,45,Private-h1,HS-grad,9,Married-h2,Sales,Husband,White-h1,Male,0,0,60,United-States,<=50K
242,17,Private-h1,11th,7,Alone,Other-service,Own-child,White-h1,Male,0,0,12,United-States,<=50K
243,59,Private-h1,Some-college,10,Married-h2,Sales,Husband,White-h1,Male,4064,0,40,United-States,<=50K
244,26,Private-h1,11th,7,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
245,37,Self-emp-inc,Some-college,10,Married-h2,Exec-managerial,Husband,Non-White,Male,0,0,75,Thailand,>50K
246,64,Private-h1,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
247,33,Private-h1,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,45,United-States,<=50K
248,33,Private-h1,HS-grad,9,Married-h2,Craft-repair,Wife,White-h1,Female,0,0,40,United-States,>50K
249,61,Private-h1,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
250,17,Private-h1,9th,5,Alone,Other-service,Own-child,White-h1,Male,1055,0,24,United-States,<=50K
251,50,Self-employed,Masters,14,Married-h2,Farming-fishing,Husband,White-h1,Male,2407,0,98,United-States,<=50K
252,27,government department,Masters,14,Alone,Prof-specialty,Own-child,White-h1,Male,0,0,35,United-States,<=50K
253,30,Private-h1,HS-grad,9,Alone,Prof-specialty,Own-child,White-h1,Female,0,0,40,United-States,<=50K
254,43,Private-h1,HS-grad,9,Married-h2,Handlers-cleaners,Husband,Non-White,Male,0,0,40,United-States,<=50K
255,44,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,7298,0,40,United-States,>50K
256,35,Private-h1,Some-college,10,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
257,25,Private-h1,Some-college,10,Alone,Tech-support,Own-child,White-h1,Female,0,0,40,United-States,<=50K
258,24,Private-h1,Some-college,10,Married-h2,Machine-op-inspct,Wife,White-h1,Female,7298,0,48,United-States,>50K
259,22,Private-h1,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,15,Germany,<=50K
260,42,government department,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,5178,0,40,United-States,>50K
261,34,Private-h1,Assoc-acdm,12,Alone,Sales,Unmarried,Non-White,Female,0,0,45,United-States,<=50K
262,60,Private-h1,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,42,United-States,<=50K
263,21,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Own-child,White-h1,Male,0,0,40,United-States,<=50K
264,57,government department,Masters,14,Married-h2,Sales,Husband,White-h1,Male,15024,0,40,United-States,>50K
265,41,Private-h1,Prof-school,15,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,60,United-States,>50K
266,50,Private-h1,Some-college,10,Alone,Other-service,Not-in-family,White-h1,Male,0,0,45,United-States,<=50K
267,25,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
268,50,Private-h1,7th-8th,4,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,Ecuador,<=50K
269,36,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,45,United-States,<=50K
270,31,Private-h1,HS-grad,9,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
271,29,government department,Bachelors,13,Alone,Protective-serv,Not-in-family,White-h1,Male,0,0,56,United-States,<=50K
272,21,Private-h1,Some-college,10,Alone,Sales,Own-child,White-h1,Male,0,0,45,United-States,<=50K
273,27,Private-h1,Bachelors,13,Alone,Tech-support,Unmarried,Non-White,Female,0,0,40,United-States,<=50K
274,65,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,16,United-States,<=50K
275,37,Self-emp-inc,Bachelors,13,Alone,Sales,Not-in-family,White-h1,Female,0,0,60,United-States,<=50K
276,24,Private-h1,HS-grad,9,Alone,Craft-repair,Own-child,White-h1,Male,0,0,40,United-States,<=50K
277,38,Private-h1,HS-grad,9,Alone,Sales,Not-in-family,White-h1,Male,0,0,80,United-States,<=50K
278,48,Private-h1,Bachelors,13,Married-h2,Adm-clerical,Husband,White-h1,Male,7688,0,40,United-States,>50K
279,21,Private-h1,Some-college,10,Alone,Other-service,Not-in-family,Non-White,Female,0,0,25,United-States,<=50K
280,31,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,45,United-States,>50K
281,55,Private-h1,HS-grad,9,Married-h2,Sales,Husband,White-h1,Male,4386,0,40,United-States,>50K
282,24,Private-h1,Some-college,10,Married-h2,Adm-clerical,Wife,Non-White,Female,0,0,40,Laos,<=50K
283,43,Private-h1,HS-grad,9,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
284,26,Private-h1,Assoc-acdm,12,Alone,Tech-support,Not-in-family,White-h1,Male,0,0,45,United-States,<=50K
285,46,Private-h1,Assoc-acdm,12,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,33,United-States,<=50K
286,35,Private-h1,Assoc-acdm,12,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,>50K
287,41,Self-emp-inc,Some-college,10,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,54,United-States,>50K
288,26,Private-h1,Bachelors,13,Alone,Sales,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
289,34,Private-h1,Masters,14,Married-h2,Exec-managerial,Husband,Non-White,Male,7298,0,35,Taiwan,>50K
290,36,Self-employed,Bachelors,13,Alone,Prof-specialty,Not-in-family,Non-White,Female,0,0,40,United-States,>50K
291,22,Private-h1,Some-college,10,Alone,Sales,Own-child,White-h1,Male,0,0,15,United-States,<=50K
292,24,Private-h1,Some-college,10,Alone,Machine-op-inspct,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
293,77,Self-employed,Some-college,10,Married-h2,Sales,Husband,White-h1,Male,0,0,40,United-States,<=50K
294,22,Private-h1,5th-6th,3,Married-h2,Machine-op-inspct,Other-relative,White-h1,Female,0,0,40,Mexico,<=50K
295,29,Private-h1,Some-college,10,Alone,Tech-support,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
296,62,Private-h1,HS-grad,9,Alone,Other-service,Not-in-family,White-h1,Female,0,0,24,United-States,<=50K
297,39,Self-employed,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,<=50K
298,43,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,1485,50,United-States,<=50K
299,35,Private-h1,HS-grad,9,Alone,Transport-moving,Not-in-family,White-h1,Male,0,0,45,United-States,<=50K
300,29,Private-h1,11th,7,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
301,76,Self-employed,Masters,14,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,10,United-States,<=50K
302,63,Self-employed,HS-grad,9,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,45,United-States,<=50K
303,43,Private-h1,Some-college,10,Married-h2,Prof-specialty,Wife,White-h1,Female,0,1887,50,United-States,>50K
304,58,Self-employed,HS-grad,9,Married-h2,Handlers-cleaners,Husband,White-h1,Male,0,0,40,United-States,<=50K
305,66,Private-h1,HS-grad,9,Alone,Transport-moving,Not-in-family,White-h1,Male,2050,0,55,United-States,<=50K
306,41,Private-h1,Some-college,10,Alone,Craft-repair,Not-in-family,Non-White,Male,0,0,45,United-States,<=50K
307,26,Private-h1,Bachelors,13,Alone,Adm-clerical,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
308,47,Private-h1,Assoc-voc,11,Alone,Other-service,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
309,55,government department,10th,6,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,<=50K
310,53,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,<=50K
311,17,Private-h1,5th-6th,3,Alone,Other-service,Other-relative,White-h1,Male,0,0,48,Mexico,<=50K
312,30,Private-h1,HS-grad,9,Alone,Craft-repair,Other-relative,White-h1,Male,0,0,40,United-States,<=50K
313,49,Private-h1,Masters,14,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,60,United-States,<=50K
314,19,Private-h1,HS-grad,9,Alone,Sales,Unmarried,Non-White,Male,0,0,30,Haiti,<=50K
315,45,Private-h1,HS-grad,9,Married-h2,Other-service,Husband,Non-White,Male,0,0,40,United-States,<=50K
316,26,Private-h1,Assoc-acdm,12,Alone,Sales,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
317,38,Private-h1,Assoc-voc,11,Married-h2,Craft-repair,Husband,White-h1,Male,7298,0,40,United-States,>50K
318,36,government department,HS-grad,9,Married-h2,Protective-serv,Husband,White-h1,Male,7298,0,40,United-States,>50K
319,33,Private-h1,HS-grad,9,Alone,Farming-fishing,Not-in-family,White-h1,Male,0,0,20,United-States,<=50K
320,22,government department,Some-college,10,Alone,Protective-serv,Own-child,Non-White,Female,0,0,40,United-States,<=50K
321,43,Self-employed,Bachelors,13,Alone,Sales,Not-in-family,White-h1,Male,0,0,42,United-States,<=50K
322,56,Private-h1,Assoc-acdm,12,Alone,Other-service,Not-in-family,White-h1,Male,0,0,25,Iran,<=50K
323,31,Private-h1,Bachelors,13,Alone,Prof-specialty,Own-child,White-h1,Male,0,0,25,United-States,<=50K
324,33,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
325,26,Private-h1,HS-grad,9,Married-h2,Other-service,Husband,White-h1,Male,0,0,40,United-States,<=50K
326,33,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
327,46,government department,11th,7,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,30,United-States,<=50K
328,38,government department,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,>50K
329,65,Private-h1,11th,7,Alone,Other-service,Unmarried,Non-White,Male,0,0,40,United-States,<=50K
330,40,Private-h1,Assoc-voc,11,Married-h2,Tech-support,Husband,White-h1,Male,0,0,40,United-States,>50K
331,42,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Wife,White-h1,Female,0,0,35,United-States,<=50K
332,26,Self-employed,9th,5,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,Portugal,<=50K
333,36,Private-h1,10th,6,Married-h2,Other-service,Wife,White-h1,Female,0,0,24,United-States,<=50K
334,62,Private-h1,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,>50K
335,43,Private-h1,Bachelors,13,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,45,United-States,<=50K
336,43,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,1564,45,United-States,>50K
337,22,Private-h1,HS-grad,9,Alone,Sales,Not-in-family,White-h1,Male,0,0,55,United-States,<=50K
338,28,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
339,56,Self-employed,Some-college,10,Married-h2,Sales,Husband,White-h1,Male,0,0,45,United-States,<=50K
340,22,Private-h1,Assoc-acdm,12,Alone,Sales,Not-in-family,White-h1,Female,0,0,15,United-States,<=50K
341,57,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,45,United-States,>50K
342,39,Private-h1,HS-grad,9,Alone,Sales,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
343,26,government department,Some-college,10,Alone,Adm-clerical,Unmarried,White-h1,Female,0,0,15,United-States,<=50K
344,17,Private-h1,11th,7,Alone,Other-service,Own-child,White-h1,Male,0,0,10,United-States,<=50K
345,40,government department,Assoc-voc,11,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,38,United-States,>50K
346,45,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,Non-White,Male,0,0,40,United-States,<=50K
347,44,Private-h1,HS-grad,9,Alone,Craft-repair,Not-in-family,Non-White,Male,0,0,40,United-States,<=50K
348,20,government department,Some-college,10,Alone,Adm-clerical,Own-child,White-h1,Female,0,0,10,United-States,<=50K
349,33,Private-h1,HS-grad,9,Married-h2,Craft-repair,Wife,White-h1,Female,0,0,40,United-States,<=50K
350,23,Private-h1,Some-college,10,Alone,Sales,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
351,46,Self-employed,Masters,14,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,30,United-States,<=50K
352,38,Private-h1,HS-grad,9,Married-h2,Sales,Husband,White-h1,Male,0,0,50,United-States,<=50K
353,54,Private-h1,HS-grad,9,Alone,Transport-moving,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
354,46,Private-h1,5th-6th,3,Alone,Craft-repair,Not-in-family,White-h1,Female,0,2339,45,United-States,<=50K
355,25,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
356,46,Private-h1,Some-college,10,Alone,Sales,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
357,36,government department,Some-college,10,Married-h2,Transport-moving,Wife,White-h1,Female,0,0,40,United-States,<=50K
358,23,Private-h1,HS-grad,9,Alone,Other-service,Not-in-family,White-h1,Female,0,0,25,United-States,<=50K
359,29,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
360,44,Private-h1,Some-college,10,Married-h2,Adm-clerical,Wife,White-h1,Female,0,2415,6,United-States,>50K
361,19,Private-h1,Some-college,10,Alone,Adm-clerical,Own-child,White-h1,Female,0,0,16,United-States,<=50K
362,19,Private-h1,HS-grad,9,Alone,Other-service,Other-relative,White-h1,Female,0,0,40,United-States,<=50K
363,35,Private-h1,HS-grad,9,Married-h2,Other-service,Wife,White-h1,Female,0,0,40,United-States,>50K
364,27,Private-h1,Bachelors,13,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,50,United-States,<=50K
365,46,Self-employed,Assoc-acdm,12,Married-h2,Craft-repair,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
366,34,Private-h1,HS-grad,9,Alone,Other-service,Not-in-family,White-h1,Female,0,0,35,United-States,<=50K
367,44,Private-h1,Some-college,10,Married-h2,Tech-support,Husband,White-h1,Male,0,0,40,United-States,<=50K
368,45,Private-h1,Some-college,10,Alone,Handlers-cleaners,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
369,25,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,55,United-States,>50K
370,52,Self-emp-inc,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,50,United-States,>50K
371,20,Private-h1,Some-college,10,Alone,Handlers-cleaners,Own-child,White-h1,Male,0,0,40,United-States,<=50K
372,28,Private-h1,Some-college,10,Alone,Other-service,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
373,50,government department,Bachelors,13,Married-h2,Protective-serv,Husband,White-h1,Male,0,0,40,United-States,>50K
374,34,Private-h1,Assoc-voc,11,Alone,Tech-support,Not-in-family,White-h1,Female,0,0,64,United-States,<=50K
375,28,Private-h1,7th-8th,4,Married-h2,Handlers-cleaners,Husband,Non-White,Male,0,2179,40,Puerto-Rico,<=50K
376,41,Private-h1,Masters,14,Married-h2,Exec-managerial,Husband,White-h1,Male,0,1977,65,United-States,>50K
377,28,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,<=50K
378,46,Self-employed,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,25,United-States,<=50K
379,32,Private-h1,Some-college,10,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,50,United-States,<=50K
380,41,government department,Some-college,10,Alone,Other-service,Not-in-family,Non-White,Female,0,0,24,United-States,<=50K
381,24,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Unmarried,Non-White,Female,0,0,40,United-States,<=50K
382,33,Private-h1,Some-college,10,Alone,Exec-managerial,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
383,46,Private-h1,Doctorate,16,Married-h2,Exec-managerial,Husband,White-h1,Male,15024,0,60,United-States,>50K
384,31,government department,Some-college,10,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
385,35,Private-h1,12th,8,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,50,United-States,>50K
386,52,Private-h1,1st-4th,2,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,Mexico,<=50K
387,30,Private-h1,11th,7,Alone,Other-service,Own-child,White-h1,Female,0,0,19,United-States,<=50K
388,34,government department,11th,7,Married-h2,Machine-op-inspct,Not-in-family,Non-White,Male,0,0,40,United-States,<=50K
389,34,government department,HS-grad,9,Alone,Transport-moving,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
390,20,Private-h1,Some-college,10,Married-h2,Sales,Husband,White-h1,Male,0,0,30,United-States,<=50K
391,17,Private-h1,11th,7,Alone,Handlers-cleaners,Own-child,White-h1,Male,2176,0,18,United-States,<=50K
392,32,government department,Bachelors,13,Married-h2,Exec-managerial,Wife,White-h1,Female,0,0,40,United-States,>50K
393,29,Private-h1,HS-grad,9,Alone,Farming-fishing,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
394,33,Private-h1,10th,6,Alone,Craft-repair,Unmarried,White-h1,Female,0,0,35,United-States,<=50K
395,25,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,60,United-States,<=50K
396,36,government department,Masters,14,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,1408,40,United-States,<=50K
397,23,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Not-in-family,White-h1,Male,0,0,72,Dominican-Republic,<=50K
398,63,Self-emp-inc,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
399,47,government department,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,<=50K
400,40,Self-employed,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Female,2174,0,40,United-States,<=50K
401,30,Private-h1,Assoc-acdm,12,Married-h2,Other-service,Wife,White-h1,Female,0,0,25,United-States,>50K
402,27,Private-h1,Some-college,10,Alone,Craft-repair,Own-child,Non-White,Male,0,1980,40,Philippines,<=50K
403,33,Private-h1,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,50,United-States,>50K
404,34,government department,HS-grad,9,Alone,Farming-fishing,Not-in-family,Non-White,Male,594,0,60,United-States,<=50K
405,34,government department,Some-college,10,Alone,Protective-serv,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
406,23,Private-h1,Some-college,10,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,<=50K
407,42,government department,Some-college,10,Married-h2,Adm-clerical,Wife,White-h1,Female,0,0,40,United-States,<=50K
408,29,Private-h1,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
409,45,Private-h1,HS-grad,9,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,28,United-States,<=50K
410,24,government department,HS-grad,9,Alone,Armed-Forces,Own-child,White-h1,Male,0,0,40,United-States,<=50K
411,44,Private-h1,Some-college,10,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,>50K
412,27,Private-h1,9th,5,Alone,Craft-repair,Other-relative,White-h1,Male,0,0,40,Mexico,<=50K
413,20,Private-h1,Some-college,10,Alone,Sales,Not-in-family,White-h1,Male,0,0,35,United-States,<=50K
414,44,Private-h1,HS-grad,9,Alone,Exec-managerial,Unmarried,Non-White,Female,0,0,40,United-States,<=50K
415,51,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,Non-White,Male,0,0,40,United-States,<=50K
416,20,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
417,19,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Own-child,Non-White,Female,0,0,40,United-States,<=50K
418,45,Self-emp-inc,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,55,United-States,>50K
419,60,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
420,44,Self-employed,HS-grad,9,Married-h2,Sales,Wife,White-h1,Female,0,0,40,United-States,>50K
421,40,Private-h1,Assoc-voc,11,Married-h2,Machine-op-inspct,Husband,Non-White,Male,0,0,40,United-States,>50K
422,30,Private-h1,HS-grad,9,Married-h2,Exec-managerial,Wife,White-h1,Female,0,0,40,United-States,<=50K
423,38,Private-h1,Some-college,10,Married-h2,Transport-moving,Husband,Non-White,Male,0,0,50,United-States,<=50K
424,23,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,60,United-States,<=50K
